id_order,id_client,order_date,total,state
341,321,2012-08-13,52653.23,delivered
342,788,2018-10-06,7118.65,returned
343,1357,2022-12-10,35694.899999999994,rejected
344,22,2014-09-24,29239.34,returned
345,936,2021-04-03,35473.67,purchased
346,1137,2020-01-26,77918.92000000001,reserved
347,1487,2021-06-09,28615.23,purchased
348,173,2005-09-25,3300.68,reserved
349,95,2008-04-29,39871.36,rejected
350,32,2013-12-01,13081.04,delivered
351,1093,2005-06-29,120544.53,purchased
352,1320,2011-10-20,13825.43,returned
353,927,2023-07-20,11204.78,rejected
354,451,2025-03-03,12437.85,reserved
355,1271,2022-02-28,29555.25,delivered
356,52,2022-11-14,8855.52,reserved
357,232,2006-12-12,60706.23,purchased
358,1435,2020-04-30,35879.08,returned
359,186,2025-02-23,11439.81,delivered
360,1445,2014-11-24,3329.74,returned
361,818,2018-09-21,118567.72,delivered
362,1051,2025-01-14,80497.54,returned
363,76,2025-11-15,21416.65,returned
364,337,2023-03-17,78470.52999999998,reserved
365,410,2020-05-14,25467.71,returned
366,836,2019-04-13,25378.48,returned
367,145,2009-03-07,32534.94,purchased
368,790,2023-06-13,78694.14,returned
369,758,2001-11-16,63378.89,reserved
370,1127,2005-12-24,58629.57,returned
371,1206,2015-06-17,127999.5,delivered
372,262,2024-11-07,215.56,rejected
373,70,2003-12-30,103819.25,delivered
374,914,2020-04-24,7908.69,reserved
375,956,2024-12-27,0.0,purchased
376,1227,2020-11-16,96941.5,delivered
377,560,2015-06-21,38445.08,returned
378,953,2014-11-24,57834.84,purchased
379,839,2023-06-01,64847.2,rejected
380,207,2008-09-25,44190.51,returned
381,894,2018-09-08,18289.48,delivered
382,304,2018-04-17,40936.8,purchased
383,518,2014-01-10,67160.66,rejected
384,1370,2024-08-15,20539.06,reserved
385,192,2024-02-08,431.55,returned
386,1061,2023-03-01,138593.2,delivered
387,994,2015-12-25,12441.39,returned
388,1233,2018-10-29,44721.74,returned
389,626,2020-12-29,31232.4,purchased
390,322,2019-10-07,79439.91,purchased
391,171,2019-12-11,52993.15,returned
392,88,2024-12-08,46746.64,purchased
393,1426,2022-03-20,0.0,purchased
394,977,2008-02-11,43278.77,returned
395,726,2014-05-14,72196.7,returned
396,738,2023-01-23,38676.66,delivered
397,64,2004-09-12,24921.77,purchased
398,445,2009-02-13,21340.11,reserved
399,153,2020-12-25,165041.5,rejected
400,91,2019-11-01,10429.01,delivered
401,1080,2024-11-25,44774.11,delivered
402,1270,2023-03-08,67854.14,returned
403,467,2013-11-30,32909.14,reserved
404,979,2015-05-03,40179.89,reserved
405,817,2010-11-20,50719.32,reserved
406,314,2023-02-01,7311.639999999999,returned
407,663,2007-05-25,12028.0,reserved
408,555,2016-03-22,84570.61,reserved
409,253,2015-10-04,39819.99,delivered
410,1355,2006-06-05,69941.99,purchased
411,5,2019-09-18,35516.75,returned
412,1324,2023-05-08,9140.57,delivered
413,1363,2010-08-11,48135.24,purchased
414,819,2020-06-22,10513.31,purchased
415,1116,2015-03-09,58365.83,returned
416,967,2025-04-23,51166.41,rejected
417,1002,2023-11-17,9250.8,delivered
418,532,2021-08-30,30819.24,reserved
419,997,2014-06-15,11350.22,purchased
420,871,2023-02-21,60600.45,rejected
421,1058,2010-04-07,16310.36,rejected
422,589,2008-11-09,55544.78,returned
423,1304,2019-02-01,66280.66,returned
424,409,2018-05-19,80059.7,reserved
425,9,2021-04-28,20073.88,rejected
426,890,2024-04-12,93671.72,reserved
427,1401,2020-09-09,34275.16,delivered
428,1458,2014-03-12,84427.40999999999,returned
429,127,2012-07-19,28582.79,reserved
430,474,2024-03-27,53963.34,rejected
431,658,2019-10-25,71579.5,delivered
432,813,2009-06-13,52390.07,rejected
433,826,2005-06-30,33461.29,reserved
434,1363,2012-04-02,26934.61,reserved
435,991,2012-09-03,30358.9,purchased
436,839,2016-07-13,69771.25,purchased
437,140,2025-07-25,10552.68,delivered
438,71,2024-12-08,45431.27,purchased
439,1294,2017-03-09,28084.87,purchased
440,473,2017-07-21,16424.49,returned
441,1416,2014-07-23,32251.1,reserved
442,120,2016-11-23,17224.45,reserved
443,601,2013-04-02,68595.74,reserved
444,613,2023-06-17,85625.8,reserved
445,451,2025-03-03,112639.43,delivered
446,415,2004-12-12,64025.03,purchased
447,1173,2013-07-19,93698.53,reserved
448,613,2020-02-21,9865.66,purchased
449,1331,2021-08-16,31852.58,purchased
450,758,2014-07-24,177367.57,rejected
451,631,2016-07-16,0.0,returned
452,1292,2010-12-20,45808.65,rejected
453,708,2020-10-10,46606.52,rejected
454,1485,2015-03-20,14718.12,returned
455,484,2017-01-03,46131.15,reserved
456,764,2003-06-15,35485.28,reserved
457,693,2020-02-29,16852.859999999997,rejected
458,801,2022-09-28,26684.69,reserved
459,126,2023-11-21,69077.54999999999,returned
460,491,2013-08-01,65968.1,rejected
461,56,2019-09-30,14722.62,returned
462,98,2007-05-24,1600.32,returned
463,671,2023-08-08,32448.8,returned
464,166,2021-10-05,116060.0,delivered
465,888,2015-02-19,49429.380000000005,purchased
466,694,2018-01-10,78627.12,reserved
467,331,2014-05-07,6764.5,reserved
468,162,2021-01-14,34994.06,returned
469,651,2010-11-19,0.0,reserved
470,346,2016-04-26,39743.63,rejected
471,61,2024-10-27,3866.36,returned
472,530,2023-05-24,54120.69,returned
473,937,2025-11-22,29573.33,reserved
474,437,2022-09-23,11365.38,reserved
475,281,2006-03-29,111154.13,purchased
476,1315,2006-04-14,27448.17,returned
477,885,2018-05-01,25006.840000000004,rejected
478,1144,2024-10-22,85898.87,delivered
479,1055,2019-07-06,59391.47,purchased
480,1308,2017-07-18,71041.73,reserved
481,1410,2021-11-04,97976.18,delivered
482,1180,2014-05-12,26718.92,reserved
483,410,2020-05-14,34866.05,returned
484,1257,2015-07-08,46137.53,delivered
485,885,2018-05-01,47774.03999999999,purchased
486,1365,2014-06-11,34019.34,rejected
487,377,2008-02-11,63908.26,rejected
488,670,2025-06-05,78611.01999999999,purchased
489,1166,2008-02-04,37389.24,purchased
490,1336,2010-12-09,33975.21,reserved
491,42,2011-02-18,5376.72,returned
492,930,2001-06-08,69238.08,reserved
493,334,2019-08-09,16033.25,purchased
494,1418,2017-10-06,85097.52,reserved
495,132,2023-10-21,56911.85,rejected
496,894,2018-09-08,70500.94,reserved
497,825,2013-03-19,61568.41,reserved
498,362,2020-09-04,1228.1,returned
499,863,2025-03-09,10985.7,returned
500,965,2007-03-01,42054.6,returned
501,326,2017-12-20,20729.76,delivered
502,952,2017-11-15,21608.11,rejected
503,651,2012-04-11,21806.68,delivered
504,447,2022-03-01,43821.91,reserved
505,1156,2018-03-07,35394.93,delivered
506,1173,2016-05-16,81699.12,delivered
507,1259,2020-02-21,75188.89,rejected
508,652,2017-06-13,48803.81,returned
509,1025,2008-09-29,65327.740000000005,delivered
510,533,2016-07-24,26237.15,delivered
511,1294,2020-09-08,52358.32,delivered
512,934,2023-10-23,33496.75,purchased
513,866,2020-04-24,135823.96000000002,rejected
514,710,2021-04-19,3504.18,rejected
515,1265,2016-08-31,102492.08,rejected
516,980,2010-04-03,51552.53,reserved
517,1257,2015-07-08,14334.03,delivered
518,101,2023-05-27,118104.36,reserved
519,476,2022-11-11,11965.07,rejected
520,1104,2019-01-25,42000.95,purchased
521,72,2021-03-13,62300.92999999999,delivered
522,359,2014-01-04,10579.12,delivered
523,1109,2022-01-21,19887.03,purchased
524,1214,2025-02-21,15306.9,purchased
525,592,2007-07-14,46603.46000000001,purchased
526,852,2020-05-01,15312.0,rejected
527,501,2025-10-22,50547.7,purchased
528,1396,2025-05-22,80789.78,purchased
529,400,2022-06-08,33312.82,returned
530,533,2016-07-24,109871.29,purchased
531,808,2018-12-28,24886.93,purchased
532,1403,2023-01-02,31804.09,reserved
533,1154,2022-02-03,159272.18,rejected
534,349,2019-05-31,66360.12,reserved
535,9,2007-07-18,46882.48,purchased
536,976,2024-12-25,54681.91,reserved
537,229,2020-01-11,55879.64,rejected
538,686,2002-06-16,47049.04,purchased
539,1126,2019-02-22,41034.5,rejected
540,1155,2001-12-06,12900.0,delivered
541,378,2024-11-14,36051.86,purchased
542,449,2017-04-25,14817.77,returned
543,1225,2018-06-29,43487.79,rejected
544,160,2023-12-28,46904.84,returned
545,518,2014-01-10,74439.96,purchased
546,81,2016-05-05,10691.04,purchased
547,1437,2011-11-14,59561.280000000006,returned
548,746,2015-10-08,79515.79000000001,rejected
549,74,2020-06-25,46809.06,delivered
550,729,2006-01-17,91959.8,reserved
551,841,2023-09-07,84660.38,returned
552,1248,2024-09-12,128800.67,reserved
553,96,2013-04-03,37766.2,purchased
554,409,2018-05-19,40867.84,returned
555,1184,2018-05-06,59436.78,rejected
556,654,2017-02-14,21933.92,returned
557,453,2016-11-18,28313.78,returned
558,34,2021-04-07,34251.65,reserved
559,1345,2013-06-20,96887.46,rejected
560,284,2022-11-05,96462.2,rejected
561,930,2019-05-27,68669.04000000001,delivered
562,1347,2013-05-16,124596.4,reserved
563,1420,2008-02-28,30437.7,delivered
564,1343,2009-10-31,81096.05,reserved
565,289,2024-05-05,24674.15,delivered
566,266,2010-02-09,0.0,reserved
567,915,2007-03-05,145518.35,reserved
568,699,2023-12-23,33271.48,returned
569,472,2021-08-20,34172.86,rejected
570,800,2024-12-18,59027.03,delivered
571,189,2010-03-06,125196.28,reserved
572,58,2021-02-11,101599.46,purchased
573,1270,2022-10-18,43953.2,delivered
574,1122,2016-05-06,68906.61,rejected
575,434,2023-04-15,81801.72,delivered
576,570,2016-11-30,33619.72,reserved
577,746,2016-01-12,123267.38,returned
578,1459,2020-09-25,103794.63,reserved
579,1021,2012-09-30,26743.63,reserved
580,985,2019-12-04,121991.18,purchased
581,1056,2022-05-09,68709.28,returned
582,610,2021-04-06,97040.18,rejected
583,362,2006-01-17,59533.4,reserved
584,1335,2018-12-23,25125.75,reserved
585,643,2005-01-16,39568.5,delivered
586,340,2017-10-22,53470.0,purchased
587,1121,2010-07-26,99564.53,reserved
588,1146,2019-02-17,64317.54,delivered
589,1268,2016-09-26,46222.36,delivered
590,511,2009-08-24,44158.98,returned
591,107,2013-11-18,11282.39,reserved
592,997,2020-06-05,84907.44,reserved
593,318,2023-07-26,39294.35,reserved
594,497,2015-10-07,80600.9,delivered
595,623,2024-04-06,65951.13,rejected
596,1325,2013-08-02,497.4,purchased
597,93,2019-02-24,5762.4,delivered
598,805,2024-02-09,43765.89,reserved
599,241,2020-08-09,93168.83,purchased
600,792,2016-03-19,41725.79,delivered
601,1220,2023-09-06,72319.28,purchased
602,1497,2014-03-25,4053.65,returned
603,1074,2021-10-08,54664.5,reserved
604,147,2019-03-04,25524.0,reserved
605,1115,2024-06-10,31751.45,delivered
606,1127,2012-06-18,40090.86,reserved
607,497,2015-10-07,3558.9,returned
608,970,2015-02-12,57656.89,returned
609,1164,2021-03-04,21964.44,reserved
610,1089,2013-09-27,123240.68,delivered
611,1111,2022-01-28,52216.47,reserved
612,1422,2009-04-22,86517.92,delivered
613,941,2002-07-10,33140.01,delivered
614,925,2015-03-15,112080.61,reserved
615,1241,2011-10-30,41834.38,rejected
616,384,2021-05-11,81662.45,reserved
617,389,2019-09-22,1027.28,purchased
618,956,2024-12-27,39324.34,returned
619,1316,2009-12-03,23867.28,returned
620,148,2021-03-20,19739.68,purchased
621,754,2011-12-30,82685.8,reserved
622,1078,2015-01-23,82619.31,purchased
623,759,2009-09-04,25885.8,returned
624,1391,2022-06-12,46020.19,reserved
625,1449,2015-10-11,81635.3,reserved
626,1092,2005-05-26,19815.36,delivered
627,412,2018-04-07,18162.83,purchased
628,1151,2019-10-31,9740.41,reserved
629,135,2004-07-16,70836.9,purchased
630,885,2019-06-23,11098.32,delivered
631,779,2016-08-25,21217.24,returned
632,1429,2021-07-30,14660.87,purchased
633,107,2022-07-31,19535.01,rejected
634,629,2023-11-07,19642.88,returned
635,232,2009-06-09,0.0,purchased
636,568,2013-02-12,17505.0,reserved
637,115,2018-03-18,879.9799999999999,purchased
638,1410,2021-12-23,4635.49,reserved
639,44,2008-04-06,60212.79,purchased
640,522,2012-02-23,8155.68,delivered
641,598,2015-03-13,38072.97,reserved
642,1016,2010-06-07,41295.880000000005,returned
643,1455,2019-10-24,60754.11,purchased
644,720,2005-03-17,81332.43000000001,purchased
645,309,2024-05-17,79353.18,reserved
646,612,2010-07-11,4142.55,rejected
647,1336,2016-08-17,28824.16,delivered
648,167,2004-07-01,56004.17,returned
649,586,2019-02-26,4441.25,rejected
650,1006,2025-06-23,95750.23,rejected
651,1025,2003-11-19,34784.76,returned
652,940,2015-09-01,37391.18,rejected
653,1477,2020-09-13,96680.39,rejected
654,572,2017-09-16,61139.09,reserved
655,1165,2022-09-01,30614.91,reserved
656,1307,2021-02-17,4698.72,purchased
657,1185,2011-03-26,44038.7,reserved
658,90,2019-02-02,36588.4,purchased
659,614,2019-03-26,34622.89,returned
660,854,2012-06-14,0.0,delivered
661,646,2025-11-10,42355.5,rejected
662,281,2015-12-21,10150.53,delivered
663,439,2020-02-25,69303.56999999999,purchased
664,305,2014-12-12,62037.81,delivered
665,573,2016-04-05,121254.47,purchased
666,1311,2012-05-11,68191.01999999999,purchased
667,1003,2023-05-20,23622.07,delivered
668,417,2024-02-19,64270.27,delivered
669,1300,2014-08-22,59095.57,purchased
670,578,2010-02-11,119171.82,delivered
671,464,2017-09-16,82692.14000000001,returned
672,1060,2012-04-02,82852.28,rejected
673,595,2001-01-31,32084.84,returned
674,782,2017-01-09,34836.55,purchased
675,1197,2005-08-24,97756.74,rejected
676,299,2007-06-30,58513.4,purchased
677,327,2015-05-24,74677.08,delivered
678,176,2002-10-20,101925.08,delivered
679,503,2016-10-26,17067.6,returned
680,1076,2004-08-10,109017.78,reserved
681,1424,2023-10-07,24093.78,purchased
682,985,2008-09-07,14225.75,rejected
683,1465,2019-09-22,69140.51,delivered
684,1042,2022-09-09,3607.0,delivered
