id_inventory,id_product,location,current_stock,last_update_date
224,558,China,411,2024-04-07
225,98,Indonesia,911,2025-11-30
226,747,Poland,986,2025-11-27
227,113,Poland,23,2024-05-23
228,5,Indonesia,586,2024-01-03
229,523,Greece,233,2025-03-29
230,605,Indonesia,497,2025-06-03
231,517,Russia,787,2025-03-19
232,52,Czech Republic,138,2024-10-30
233,715,Saint Vincent and the Grenadines,637,2025-10-05
234,183,Portugal,636,2025-02-17
235,563,Morocco,886,2025-07-30
236,210,Belarus,768,2024-10-21
237,544,Iran,268,2024-12-03
238,607,Democratic Republic of the Congo,236,2024-04-23
239,56,France,122,2024-04-18
240,191,Serbia,933,2024-01-23
241,325,Indonesia,189,2025-10-03
242,567,Thailand,267,2025-12-20
243,765,Poland,173,2025-02-01
244,760,Brazil,787,2025-09-23
245,625,Mauritius,519,2025-02-01
246,684,Jordan,75,2024-06-21
247,796,China,852,2025-03-21
248,158,Brazil,937,2025-08-01
249,333,Belize,996,2024-08-27
250,227,France,457,2025-06-16
251,115,Peru,301,2024-05-19
252,484,Tanzania,72,2025-03-25
253,640,Hungary,613,2024-03-10
254,178,China,929,2024-04-26
255,139,China,265,2024-05-23
256,569,China,152,2025-10-14
257,119,Sweden,528,2024-10-27
258,486,Indonesia,817,2024-04-20
259,428,Kosovo,134,2024-05-07
260,23,China,689,2025-10-16
261,657,Portugal,24,2024-05-14
262,765,Brazil,232,2024-10-15
263,74,Mauritius,792,2024-03-12
264,634,China,899,2024-05-13
265,689,Peru,822,2024-07-08
266,759,Brazil,689,2024-10-18
267,187,Indonesia,493,2024-01-31
268,501,Kazakhstan,560,2024-09-28
269,113,Philippines,888,2024-01-05
270,610,Philippines,268,2024-04-04
271,387,Norway,166,2024-07-19
272,195,Honduras,110,2024-10-18
273,177,Ukraine,296,2024-02-07
274,683,Greece,553,2025-11-11
275,388,Micronesia,235,2024-12-11
276,335,Poland,15,2025-01-05
277,144,Colombia,19,2024-09-14
278,376,Tunisia,603,2025-11-22
279,106,Peru,843,2024-03-20
280,378,Belarus,868,2024-05-11
281,662,France,579,2024-07-29
282,349,Canada,217,2024-09-11
283,742,Costa Rica,608,2024-02-04
284,414,Bulgaria,779,2025-08-08
285,287,Indonesia,68,2025-11-25
286,483,Dominican Republic,559,2024-11-19
287,475,Brazil,433,2024-02-18
288,486,Indonesia,596,2024-01-24
289,462,France,860,2025-05-08
290,555,Philippines,878,2025-07-29
291,313,Greece,297,2025-04-24
292,87,Bhutan,657,2024-01-25
293,299,Indonesia,988,2024-07-01
294,268,Laos,205,2024-12-30
295,393,China,359,2024-03-24
296,49,United States,559,2025-11-14
297,135,China,882,2024-08-07
298,274,France,466,2025-12-24
299,525,United States,629,2025-10-12
300,593,Indonesia,825,2025-04-24
301,462,Russia,125,2024-11-25
302,297,Greece,648,2025-11-04
303,588,France,374,2025-05-27
304,265,Afghanistan,608,2025-01-09
305,28,China,848,2024-05-14
306,340,Bangladesh,900,2024-11-05
307,725,Philippines,892,2024-09-03
308,502,Nepal,799,2024-10-19
309,26,Tanzania,146,2024-01-10
310,166,Iran,105,2024-11-05
311,338,China,675,2024-06-13
312,68,Indonesia,184,2024-09-14
313,747,Peru,51,2025-02-20
314,597,Philippines,362,2025-04-27
315,636,Portugal,751,2024-05-15
316,467,South Africa,742,2024-09-04
317,588,Dominican Republic,279,2025-03-28
318,128,Finland,712,2025-05-31
319,600,Belarus,288,2025-11-05
320,142,Philippines,322,2024-12-11
321,17,Thailand,213,2024-05-02
322,261,Philippines,177,2024-07-21
323,675,Egypt,489,2025-09-05
324,586,Myanmar,853,2025-08-17
325,216,United States,441,2025-02-06
326,71,Indonesia,472,2024-10-23
327,363,Indonesia,194,2025-09-22
328,312,Myanmar,96,2025-08-09
329,2,Indonesia,944,2025-12-06
330,108,Indonesia,996,2024-11-05
331,501,Poland,89,2024-09-15
332,85,Indonesia,884,2025-07-22
333,389,Brazil,290,2024-09-18
334,314,United States,981,2024-10-08
335,272,Brazil,483,2025-12-06
336,145,Brazil,149,2025-01-16
337,134,Ukraine,891,2025-06-30
338,382,Paraguay,955,2025-02-16
339,184,Honduras,607,2025-12-01
340,201,China,314,2024-02-06
341,593,Indonesia,104,2024-05-18
342,497,Vietnam,289,2024-06-30
343,663,Netherlands,558,2025-12-05
344,692,United States,208,2025-12-26
345,689,Russia,573,2025-12-08
346,741,Argentina,149,2024-12-04
347,210,Indonesia,2,2024-09-19
348,716,China,223,2025-04-17
349,552,Zimbabwe,936,2024-03-13
350,83,Uzbekistan,591,2025-05-09
351,163,China,870,2025-09-03
352,360,China,245,2024-02-17
353,263,Serbia,924,2024-07-13
354,96,Philippines,674,2024-08-11
355,718,Philippines,675,2024-02-13
356,621,Sweden,694,2024-09-23
357,234,Malawi,242,2024-01-16
358,443,Czech Republic,912,2024-11-30
359,526,Israel,263,2024-08-26
360,683,Ukraine,950,2024-05-20
361,520,Indonesia,243,2024-01-11
362,777,Brazil,578,2025-10-19
363,641,Brazil,906,2025-06-22
364,377,Colombia,819,2025-11-09
365,532,Italy,744,2024-07-19
366,52,Brazil,979,2024-01-22
367,18,Denmark,952,2024-10-03
368,219,Afghanistan,377,2024-06-06
369,47,Indonesia,195,2025-06-26
370,230,Norway,632,2024-04-24
371,586,Czech Republic,235,2025-01-23
372,581,China,116,2025-12-27
373,642,Russia,425,2024-06-15
374,401,Indonesia,622,2024-11-25
375,79,Mauritius,577,2024-12-09
376,276,Bolivia,64,2024-02-19
377,688,China,264,2025-04-15
378,531,China,600,2025-10-13
379,313,China,902,2024-09-23
380,627,China,150,2025-09-08
381,746,China,414,2024-03-31
382,354,Russia,809,2024-01-08
383,41,China,198,2025-10-28
384,24,China,271,2025-12-30
385,393,China,689,2024-07-25
386,78,China,824,2025-05-04
387,344,France,735,2024-01-26
388,308,Indonesia,276,2025-11-04
389,27,China,664,2025-01-01
390,429,Colombia,112,2025-05-06
391,67,Indonesia,629,2024-07-05
392,495,Afghanistan,541,2024-08-19
393,791,China,510,2024-02-27
394,261,Indonesia,146,2025-08-18
395,638,Armenia,914,2025-07-09
396,484,Brazil,454,2025-07-20
397,505,China,818,2024-03-02
398,209,Armenia,859,2024-10-13
399,563,South Africa,969,2024-10-13
400,355,Myanmar,170,2024-12-15
401,51,Indonesia,286,2025-10-30
402,627,Poland,228,2024-11-23
403,469,France,89,2025-07-30
404,43,Vietnam,940,2024-01-21
405,164,Russia,495,2025-05-14
406,737,Poland,828,2025-04-14
407,261,Honduras,450,2025-01-03
408,631,China,626,2025-12-23
409,388,India,685,2025-06-03
410,151,Brazil,910,2024-10-12
411,237,Poland,806,2024-10-03
412,347,Portugal,929,2024-05-24
413,750,Portugal,420,2024-08-15
414,656,Peru,499,2025-10-14
415,765,Argentina,786,2025-05-05
416,90,United States,436,2025-09-01
417,611,Micronesia,939,2024-12-02
418,717,United States,723,2025-10-02
419,625,Russia,710,2024-10-08
420,458,Japan,390,2025-05-02
421,780,Serbia,349,2025-11-26
422,536,Philippines,22,2025-03-27
423,727,China,734,2024-01-05
424,592,France,888,2024-01-24
425,367,China,948,2024-06-23
426,668,China,704,2024-10-12
427,212,Philippines,38,2025-07-04
428,331,China,827,2024-05-17
429,681,Argentina,30,2024-11-30
430,358,China,450,2025-02-03
431,232,Russia,821,2025-11-03
432,292,Nigeria,813,2025-03-05
433,793,Indonesia,112,2025-05-30
434,9,Philippines,808,2025-03-29
435,401,Indonesia,941,2025-10-08
436,1,Russia,128,2025-07-07
437,112,Syria,215,2025-11-27
438,653,Argentina,358,2024-11-05
439,615,China,611,2024-04-12
440,785,Indonesia,444,2025-10-11
441,468,China,872,2024-05-05
442,152,China,776,2025-10-24
443,749,Czech Republic,300,2024-03-01
444,121,Russia,462,2024-10-29
445,291,Egypt,889,2025-11-11
446,287,Indonesia,855,2024-02-19
447,548,Sweden,973,2025-03-31
448,737,Burundi,367,2024-03-03
449,33,Argentina,751,2025-12-07
450,460,Poland,619,2025-02-26
451,785,Philippines,929,2024-09-16
452,586,Armenia,82,2025-09-21
453,579,China,507,2025-06-23
454,284,United States,807,2025-12-09
455,101,Mongolia,714,2024-09-02
456,391,Honduras,282,2024-12-13
457,748,China,249,2025-10-29
458,499,Brazil,428,2024-05-23
459,483,France,135,2024-08-11
460,351,Peru,906,2025-07-11
461,577,Andorra,106,2025-09-17
462,288,Philippines,51,2024-11-21
463,631,Bangladesh,998,2024-11-10
464,447,Indonesia,802,2025-11-30
465,786,Russia,778,2024-09-18
466,617,China,560,2024-10-28
467,513,Poland,618,2024-11-05
468,748,China,729,2025-11-25
469,147,Morocco,328,2024-05-20
470,173,Greece,806,2024-10-17
471,586,Greece,933,2025-09-24
472,196,Indonesia,926,2025-06-27
473,581,China,670,2025-05-21
474,270,Colombia,17,2024-05-05
475,260,China,755,2024-05-06
476,85,China,353,2024-01-21
477,112,Nigeria,577,2024-04-12
478,606,Paraguay,605,2024-06-29
479,408,Morocco,542,2024-01-25
480,330,Brazil,204,2024-03-19
481,475,Morocco,661,2024-05-05
482,392,China,815,2024-06-28
483,481,Latvia,40,2025-07-31
484,660,China,704,2024-11-28
485,316,Latvia,925,2025-03-29
486,80,Portugal,546,2025-06-25
487,363,Sweden,664,2024-08-22
488,270,Brazil,416,2025-03-08
489,80,Indonesia,711,2025-06-03
490,76,Peru,250,2025-12-11
491,421,China,648,2024-07-03
492,82,Philippines,99,2025-11-08
493,723,United Kingdom,732,2025-02-05
494,741,China,193,2025-06-13
495,13,Russia,239,2024-12-26
496,696,Vietnam,521,2025-08-30
497,541,France,377,2024-01-21
498,251,China,99,2024-01-12
499,600,Sweden,704,2025-06-01
500,659,Russia,455,2025-06-08
501,679,Indonesia,846,2025-02-07
502,40,Sweden,385,2024-03-25
503,93,Philippines,108,2025-09-10
504,306,Brazil,54,2024-07-13
505,595,Indonesia,178,2025-07-21
506,618,Indonesia,461,2024-12-24
507,67,Indonesia,284,2025-08-23
508,60,Macedonia,632,2024-06-20
509,782,Philippines,244,2024-08-21
510,121,Poland,92,2024-09-10
511,471,North Korea,92,2025-08-29
512,768,Indonesia,884,2024-05-17
513,379,China,249,2025-09-14
514,320,Philippines,37,2024-10-30
515,582,Philippines,824,2025-07-30
516,655,Poland,491,2024-02-28
517,201,Singapore,947,2025-01-14
518,161,Germany,838,2024-09-18
519,632,Indonesia,440,2024-05-18
520,43,Zimbabwe,897,2024-05-14
521,69,Morocco,581,2024-08-30
522,366,France,240,2024-02-29
523,546,France,427,2025-03-15
524,548,France,517,2025-03-21
525,528,Ireland,966,2024-07-20
526,60,Ireland,366,2025-01-01
527,797,France,335,2024-05-26
528,715,United States,864,2025-06-01
529,57,Sweden,146,2024-07-22
530,562,Peru,857,2025-01-05
531,551,Russia,451,2024-03-15
532,465,Morocco,712,2024-04-28
533,660,China,115,2024-04-20
534,203,China,115,2024-10-12
535,764,Sweden,445,2024-06-03
536,778,Philippines,922,2024-05-25
537,35,Indonesia,864,2025-12-29
538,201,Portugal,221,2025-08-10
539,759,Philippines,987,2025-05-26
540,685,China,658,2025-07-15
541,108,Sweden,842,2024-02-22
542,386,Philippines,615,2025-06-25
543,479,China,159,2025-02-16
544,103,Mexico,187,2025-02-22
545,160,Albania,362,2024-04-24
546,673,China,768,2024-05-14
547,339,China,116,2025-09-30
548,225,Indonesia,884,2025-02-19
549,730,China,567,2025-07-25
550,540,Croatia,399,2024-11-08
551,139,Ukraine,808,2024-07-26
552,528,Czech Republic,675,2024-04-23
553,212,China,143,2025-06-24
554,660,Portugal,16,2024-11-04
555,596,Indonesia,990,2025-10-26
556,356,Portugal,757,2025-08-21
557,320,Mexico,422,2024-07-01
558,729,Macedonia,661,2024-10-27
559,647,Afghanistan,117,2025-03-16
560,305,Czech Republic,62,2024-05-30
561,67,China,650,2025-08-24
562,431,Indonesia,411,2025-02-24
563,30,China,844,2024-08-10
564,564,China,167,2025-11-05
565,144,China,625,2024-09-11
566,87,Russia,828,2024-04-27
567,536,El Salvador,563,2024-06-20
568,291,Sweden,757,2024-10-10
569,115,Ireland,944,2024-08-13
570,103,United States,124,2025-03-04
571,288,China,399,2024-06-23
572,749,Niger,660,2025-12-03
573,179,Afghanistan,332,2025-07-13
574,794,China,237,2024-07-26
575,367,China,581,2024-08-11
576,111,Palestinian Territory,450,2025-12-20
577,769,Ukraine,892,2024-12-16
578,515,China,468,2024-08-12
579,413,Slovenia,745,2025-12-16
580,488,Russia,491,2024-07-01
581,777,China,109,2025-11-20
582,615,United States,949,2025-09-16
583,579,China,287,2024-07-11
584,756,Portugal,317,2024-03-27
585,18,Netherlands,276,2025-07-21
586,479,China,44,2025-11-14
587,622,China,220,2024-07-19
588,27,Philippines,860,2025-02-03
589,643,Russia,999,2025-12-03
590,620,Indonesia,582,2024-09-25
591,292,Burkina Faso,632,2025-01-05
592,555,Indonesia,825,2025-09-07
593,280,South Sudan,867,2025-12-28
594,213,Ukraine,461,2024-06-21
595,382,China,868,2024-02-22
596,58,Indonesia,500,2024-09-17
597,339,Indonesia,776,2025-01-05
598,752,Venezuela,314,2025-11-03
599,500,Colombia,5,2025-01-22
600,400,France,757,2025-03-10
601,471,Mauritania,271,2025-11-06
602,325,Argentina,319,2024-01-19
603,36,China,974,2025-03-07
604,219,Egypt,210,2024-01-23
605,350,United States,471,2025-06-29
606,413,Argentina,914,2025-11-18
607,150,China,286,2025-08-14
608,325,United States,48,2025-09-17
609,638,Japan,295,2024-09-09
610,670,Papua New Guinea,204,2024-05-22
611,287,Lithuania,571,2024-06-20
612,449,Indonesia,241,2025-02-23
613,268,Iran,998,2025-03-22
614,581,China,220,2024-01-17
615,782,Thailand,525,2024-04-23
616,346,Saint Eustatius and Saba,729,2025-02-19
617,315,Portugal,248,2024-08-21
618,727,Russia,666,2025-10-29
619,480,China,636,2025-07-21
620,760,Spain,908,2024-12-28
621,311,Croatia,86,2024-06-15
622,340,Germany,916,2024-04-09
623,406,Portugal,386,2024-03-31
624,664,Russia,864,2024-09-04
625,140,Malta,660,2025-10-06
626,82,Russia,48,2024-05-13
627,2,Russia,719,2025-05-29
628,83,Mexico,986,2024-09-01
629,50,China,615,2025-03-28
630,208,China,408,2025-10-31
631,733,Australia,949,2024-06-13
632,676,Indonesia,828,2024-02-16
633,607,Ukraine,506,2025-03-26
634,219,Eritrea,968,2024-11-02
635,763,Argentina,177,2025-01-09
636,143,China,1,2025-04-05
637,493,Japan,524,2025-06-26
638,351,Thailand,741,2024-06-18
639,330,Russia,848,2024-12-04
640,484,South Korea,423,2024-02-10
641,599,Greece,989,2024-10-14
642,428,Portugal,317,2025-03-28
643,785,Portugal,956,2025-03-11
644,382,Indonesia,316,2024-04-18
645,33,Ethiopia,916,2024-01-11
646,608,Ukraine,902,2024-04-16
647,781,China,360,2025-09-15
648,674,Russia,473,2024-06-04
649,171,China,549,2025-03-12
650,265,Philippines,730,2025-05-03
651,118,Peru,631,2024-05-07
652,99,China,733,2025-12-22
653,30,Vietnam,374,2025-09-13
654,420,China,627,2025-06-26
655,183,Indonesia,818,2024-10-13
656,497,Sweden,631,2024-04-23
657,358,Indonesia,133,2025-12-22
658,305,Indonesia,406,2024-04-01
659,238,Indonesia,640,2024-10-14
660,367,Bulgaria,956,2024-10-06
661,209,Brazil,916,2024-08-13
662,255,Aland Islands,730,2025-10-09
663,675,China,177,2025-05-22
664,129,Thailand,974,2024-10-11
665,46,China,67,2024-09-28
666,447,Russia,406,2025-12-15
667,6,Uganda,776,2024-08-22
668,99,Indonesia,698,2024-02-28
669,236,Poland,46,2025-03-26
670,252,Japan,609,2024-09-09
671,349,Philippines,844,2025-08-18
672,773,Argentina,215,2025-03-16
673,318,Indonesia,197,2025-07-05
674,183,China,486,2024-06-30
675,162,China,692,2024-03-28
676,21,China,928,2024-02-17
677,577,Russia,115,2025-03-07
678,797,Portugal,903,2025-11-12
679,629,China,288,2024-06-19
680,624,Portugal,229,2024-11-19
681,287,Indonesia,95,2025-11-12
682,477,Philippines,153,2025-09-06
683,714,China,991,2024-12-15
684,87,Democratic Republic of the Congo,665,2024-08-31
685,696,China,954,2025-05-31
686,574,China,912,2025-12-13
687,687,Bulgaria,224,2024-06-27
688,395,Brazil,137,2025-02-17
689,115,Mozambique,959,2025-03-14
690,722,Argentina,994,2025-12-11
691,435,Philippines,605,2025-07-07
692,746,Sierra Leone,513,2025-05-18
693,402,Japan,78,2025-07-14
694,761,France,173,2025-02-02
695,615,Indonesia,841,2024-05-26
696,398,Sweden,724,2024-12-02
697,188,Angola,10,2024-10-22
698,498,Brazil,842,2025-08-15
699,373,Greece,204,2024-09-04
700,360,Philippines,137,2025-06-06
701,178,Micronesia,788,2025-07-08
702,60,Finland,587,2025-04-24
703,115,Sweden,843,2025-12-26
704,737,Indonesia,463,2025-02-01
705,354,Greece,600,2024-12-28
706,609,Philippines,455,2025-04-08
707,118,Philippines,832,2025-04-02
708,536,Indonesia,475,2024-12-14
709,8,Peru,312,2024-09-10
710,479,France,770,2025-07-01
711,795,China,828,2025-10-08
712,335,Thailand,927,2024-11-01
713,549,Ecuador,839,2025-01-27
714,646,Indonesia,273,2024-08-10
715,664,China,913,2025-08-29
716,216,China,542,2025-07-15
717,560,France,469,2024-12-21
718,791,Russia,966,2024-05-29
719,441,United States,434,2024-09-09
720,56,Estonia,816,2025-09-22
721,700,Paraguay,363,2025-02-19
722,713,Peru,807,2025-03-11
723,22,Japan,645,2024-02-02
724,738,Serbia,326,2025-02-21
725,334,Uruguay,806,2025-02-14
726,479,Japan,431,2024-10-06
727,390,Indonesia,979,2024-08-24
728,234,Poland,979,2025-11-30
729,268,France,285,2024-11-06
730,473,Spain,838,2025-05-09
731,442,Brazil,191,2024-02-26
732,370,New Zealand,450,2025-04-22
733,370,Panama,252,2025-01-01
734,532,South Korea,560,2024-09-29
735,39,Argentina,10,2025-12-09
736,514,Sweden,778,2025-04-05
737,795,Malaysia,328,2025-10-20
738,180,Russia,615,2025-02-15
739,307,Colombia,860,2025-02-12
740,715,Russia,236,2025-08-27
741,1,Russia,384,2024-05-09
742,41,Peru,196,2024-09-17
743,560,Japan,580,2024-09-24
744,286,Mexico,535,2025-06-10
745,125,Indonesia,22,2025-06-04
746,287,Indonesia,889,2024-04-03
747,754,China,332,2024-05-13
748,374,Vietnam,199,2025-11-09
749,388,Kazakhstan,111,2025-07-12
750,449,Madagascar,256,2024-08-20
751,290,Kazakhstan,800,2024-07-24
752,357,Brazil,290,2024-12-25
753,792,Ukraine,809,2025-04-25
754,289,China,903,2024-02-03
755,317,Indonesia,620,2025-07-11
756,324,Ukraine,578,2025-08-10
757,603,Sweden,616,2025-12-24
758,533,Greece,736,2025-03-26
759,41,Albania,419,2025-02-04
760,422,Indonesia,381,2024-04-24
761,796,China,472,2024-06-27
762,675,Peru,116,2024-09-16
763,54,France,814,2025-09-26
764,529,Poland,900,2025-07-30
765,710,Norway,779,2025-06-23
766,13,Brazil,699,2025-08-21
767,372,Sweden,962,2024-06-22
768,608,Indonesia,897,2024-09-10
769,492,Russia,191,2025-10-21
770,573,Indonesia,599,2024-09-18
771,95,Sweden,341,2024-06-19
772,77,China,294,2025-03-16
773,272,China,779,2025-08-14
774,625,Ukraine,349,2024-12-01
775,517,China,987,2024-04-26
776,118,Philippines,305,2025-01-23
777,445,China,330,2024-03-11
778,381,Armenia,72,2025-01-03
779,647,Brazil,751,2024-11-16
780,723,Poland,815,2025-03-28
781,197,Peru,105,2024-11-13
782,776,Brazil,87,2024-06-23
783,519,Honduras,622,2025-02-06
784,218,Slovenia,885,2025-02-11
785,68,Sweden,482,2024-08-14
786,80,Poland,587,2024-02-09
787,495,Indonesia,688,2025-07-10
788,630,Czech Republic,632,2024-11-16
789,187,United States,622,2024-06-16
790,359,Ukraine,362,2024-01-04
791,533,Peru,163,2024-10-07
792,451,Bhutan,764,2025-07-30
793,623,Poland,518,2025-10-22
794,589,Philippines,33,2024-07-15
